DateKey,Date,Year,Quarter,Month,Day,WeekdayName
11109674247136264869,2022-03-26,2022,1,3,26,Saturday
11109674247136264869,2022-03-26,2022,1,3,26,Saturday
11109674247136264869,2022-03-26,2022,1,3,26,Saturday
11109674247136264869,2022-03-26,2022,1,3,26,Saturday
11109674247136264869,2022-03-26,2022,1,3,26,Saturday
11109674247136264869,2022-03-26,2022,1,3,26,Saturday
11109674247136264869,2022-03-26,2022,1,3,26,Saturday
11109674247136264869,2022-03-26,2022,1,3,26,Saturday
11109674247136264869,2022-03-26,2022,1,3,26,Saturday
11109674247136264869,2022-03-26,2022,1,3,26,Saturday
11109674247136264869,2022-03-26,2022,1,3,26,Saturday
11109674247136264869,2022-03-26,2022,1,3,26,Saturday
11109674247136264869,2022-03-26,2022,1,3,26,Saturday
11109674247136264869,2022-03-26,2022,1,3,26,Saturday
11109674247136264869,2022-03-26,2022,1,3,26,Saturday
11109674247136264869,2022-03-26,2022,1,3,26,Saturday
11109674247136264869,2022-03-26,2022,1,3,26,Saturday
11109674247136264869,2022-03-26,2022,1,3,26,Saturday
11109674247136264869,2022-03-26,2022,1,3,26,Saturday
11109674247136264869,2022-03-26,2022,1,3,26,Saturday
11109674247136264869,2022-03-26,2022,1,3,26,Saturday
11109674247136264869,2022-03-26,2022,1,3,26,Saturday
11109674247136264869,2022-03-26,2022,1,3,26,Saturday
11109674247136264869,2022-03-26,2022,1,3,26,Saturday
11109674247136264869,2022-03-26,2022,1,3,26,Saturday
11109674247136264869,2022-03-26,2022,1,3,26,Saturday
11109674247136264869,2022-03-26,2022,1,3,26,Saturday
11109674247136264869,2022-03-26,2022,1,3,26,Saturday
11109674247136264869,2022-03-26,2022,1,3,26,Saturday
11109674247136264869,2022-03-26,2022,1,3,26,Saturday
11109674247136264869,2022-03-26,2022,1,3,26,Saturday
11109674247136264869,2022-03-26,2022,1,3,26,Saturday
11109674247136264869,2022-03-26,2022,1,3,26,Saturday
11109674247136264869,2022-03-26,2022,1,3,26,Saturday
11109674247136264869,2022-03-26,2022,1,3,26,Saturday
11109674247136264869,2022-03-26,2022,1,3,26,Saturday
11109674247136264869,2022-03-26,2022,1,3,26,Saturday
11109674247136264869,2022-03-26,2022,1,3,26,Saturday
11109674247136264869,2022-03-26,2022,1,3,26,Saturday
11109674247136264869,2022-03-26,2022,1,3,26,Saturday
11109674247136264869,2022-03-26,2022,1,3,26,Saturday
11109674247136264869,2022-03-26,2022,1,3,26,Saturday
11109674247136264869,2022-03-26,2022,1,3,26,Saturday
11109674247136264869,2022-03-26,2022,1,3,26,Saturday
11109674247136264869,2022-03-26,2022,1,3,26,Saturday
11109674247136264869,2022-03-26,2022,1,3,26,Saturday
11109674247136264869,2022-03-26,2022,1,3,26,Saturday
11109674247136264869,2022-03-26,2022,1,3,26,Saturday
11109674247136264869,2022-03-26,2022,1,3,26,Saturday
11109674247136264869,2022-03-26,2022,1,3,26,Saturday
11109674247136264869,2022-03-26,2022,1,3,26,Saturday
11109674247136264869,2022-03-26,2022,1,3,26,Saturday
11109674247136264869,2022-03-26,2022,1,3,26,Saturday
11109674247136264869,2022-03-26,2022,1,3,26,Saturday
11109674247136264869,2022-03-26,2022,1,3,26,Saturday
11109674247136264869,2022-03-26,2022,1,3,26,Saturday
11109674247136264869,2022-03-26,2022,1,3,26,Saturday
11109674247136264869,2022-03-26,2022,1,3,26,Saturday
11109674247136264869,2022-03-26,2022,1,3,26,Saturday
11109674247136264869,2022-03-26,2022,1,3,26,Saturday
11109674247136264869,2022-03-26,2022,1,3,26,Saturday
11109674247136264869,2022-03-26,2022,1,3,26,Saturday
11109674247136264869,2022-03-26,2022,1,3,26,Saturday
11109674247136264869,2022-03-26,2022,1,3,26,Saturday
11109674247136264869,2022-03-26,2022,1,3,26,Saturday
11109674247136264869,2022-03-26,2022,1,3,26,Saturday
11109674247136264869,2022-03-26,2022,1,3,26,Saturday
11109674247136264869,2022-03-26,2022,1,3,26,Saturday
11109674247136264869,2022-03-26,2022,1,3,26,Saturday
11109674247136264869,2022-03-26,2022,1,3,26,Saturday
11109674247136264869,2022-03-26,2022,1,3,26,Saturday
11109674247136264869,2022-03-26,2022,1,3,26,Saturday
